8326.27203880534,-1237.809019059201,1.0,-587.9458176715506,-830.3437292636063,1.0,503.2824654770401,870.6226506957506,1.0,1962.1113705834848,477.44290330516975,1.0,1716.1500951040257,2761.195955287764,1.0,1893.7027748581913,1112.6174402925178,1.0
-3732.7546228853853,-2877.507331561766,1.0,5334.828244284494,-707.9424015519913,1.0,2288.5695067779316,2588.932483109147,1.0,650.0363558715885,1101.3954130405662,1.0,3675.7387797972383,1087.6405932631856,1.0,2380.744070438637,1093.5276291788914,1.0
-4965.758912449771,-1284.0154761149463,1.0,4418.002545707095,-811.1626285342803,1.0,3695.5591608402906,567.5992213781219,1.0,2242.176276436951,256.8953438534095,1.0,2834.5538933211697,2210.8023294636814,1.0,2405.197637394761,794.6073824252784,1.0
-1213.0699569322203,-599.1657489191591,1.0,6191.75635676611,-362.1056903689238,1.0,3882.401526571121,1266.6951754175477,1.0,1786.2798194840636,499.13684473709156,1.0,2104.5203439270863,2520.6447078553883,1.0,1865.7060576551664,1003.6633040301089,1.0
6534.779363397329,-159.7149192341114,1.0,-1491.3248815541515,-538.8977824713795,1.0,202.32526407462817,1428.327899993294,1.0,1383.500367721191,1132.114676466457,1.0,1333.7537447968189,2742.5161760627566,1.0,1367.1927749227052,1660.0253235351508,1.0
-5337.249114444562,-1793.041353141261,1.0,5316.440444912631,-2010.4781985578857,1.0,1537.9618554888877,2703.2903321360936,1.0,132.2244576236674,1783.9495830533185,1.0,2764.1822073595267,1173.542638838765,1.0,1555.6128639142896,1453.835557628146,1.0
-3081.22252094937,-442.6437834523554,1.0,4861.685074191202,-303.436765458394,1.0,1535.4359135002326,2936.3776664324714,1.0,137.76744276450586,1913.397125528152,1.0,2972.940896365727,1536.2271772745282,1.0,1700.3812624261848,1705.5188481855166,1.0
7951.6198704662465,133.27916183742943,1.0,-758.6533088428616,-623.654855075887,1.0,1558.111154643005,1267.0561323732377,1.0,344.78200892496,1482.218839462451,1.0,2927.2228376165504,2384.3878865681268,1.0,1449.714847729536,1868.2242786674788,1.0
6027.539538178597,-141.38730057321914,1.0,-1233.1854342190065,-1105.1193139505258,1.0,667.9661029747517,1103.1254878920975,1.0,2544.0999944488804,667.480254359823,1.0,1741.4058749175015,2349.95813121869,1.0,2308.5201765944516,1161.264651342718,1.0
5287.475418095079,-851.374403342058,1.0,-1730.4402562699277,231.77158099492834,1.0,3736.97307376739,712.7942683266339,1.0,2096.8058245103853,2367.418162943992,1.0,2349.636126924911,590.7364493689117,1.0,2282.350139261457,1063.5665758206724,1.0
-1548.0197821282864,-264.48550574576944,1.0,5982.286296460174,-1119.8870628868765,1.0,2493.3355450679755,2278.401053980716,1.0,473.69919041143373,1007.6129826546367,1.0,3823.5004238426777,982.801367108965,1.0,1971.2445823825387,996.5208258553154,1.0
-1928.6242852548487,1676.2527502798284,1.0,4086.095267544544,-2910.107284610359,1.0,3382.639472957231,244.77484668961984,1.0,1319.6955089588664,800.774103221089,1.0,2948.516119418962,2191.745816857544,1.0,1766.6657382655849,1182.475404033845,1.0
-5252.5054907128515,4459.31646034081,1.0,1703.7232372129843,-1112.3225257077897,1.0,373.960156883811,2620.243294639224,1.0,2860.893529581604,1807.36133337285,1.0,952.2612833608032,996.9864525092233,1.0,1489.6425419070902,1225.1499838731456,1.0
