-14209.506698945765,-1155.4312911485742,1.0,3075.1061707826652,-1189.997536634111,1.0,3654.278424214065,2663.4848145771557,1.0,899.0348781901907,2074.469447421516,1.0,3359.3993840773464,701.5276072408163,1.0,2455.8568011886414,1205.725832123572,1.0,IMG_20190604_210132054.jpg
15667.789935493603,-659.1121507640071,1.0,878.5553663991681,-1344.0335017366788,1.0,1951.4921167476373,2780.639313012698,1.0,4670.758527454738,2098.705985213043,1.0,1383.6276830351903,597.6075625986508,1.0,2599.653874902788,1152.9170664990247,1.0,IMG_20190604_210139897.jpg
15352.763783969358,-2672.246652645478,1.0,245.94339885493335,-1372.2022855770892,1.0,2472.844409782763,318.51829709678896,1.0,1161.0298987107951,623.1264818452357,1.0,4006.1638829820167,1482.653918945794,1.0,2284.4949372509805,962.5301902775738,1.0,IMG_20190604_210043642.jpg
-4363.070173453359,-2229.8137164274913,1.0,5485.069949179416,-1938.7104918442358,1.0,2300.5101608085747,479.0892911424571,1.0,3596.0842040026164,1005.7707815857809,1.0,846.3926713964979,1583.0927277167377,1.0,2357.2111190143364,1265.8830930772492,1.0,IMG_20190604_210047424.jpg
11250.25541982742,-2424.665478242745,1.0,-322.28393306288103,-1526.6781868154067,1.0,2402.1963087050513,467.421508328878,1.0,1062.8556964548634,905.1999529152739,1.0,4242.892915118807,1814.6628960369994,1.0,2358.017517915487,1275.6049516527903,1.0,IMG_20190604_210113004.jpg
-4400.574462410821,-1643.4344224836072,1.0,4751.9308373783,-1095.9669967359882,1.0,690.6737939669841,1560.061859135309,1.0,2370.0811940547574,2616.7723337748002,1.0,2129.9901116234237,618.7607714280294,1.0,2208.4540664453702,1271.7291673139614,1.0,IMG_20190604_210035614.jpg
46282.13350335133,-3931.9132569386734,1.0,1313.0897359509681,-1134.0104336971003,1.0,1714.2445253681983,2367.150146480551,1.0,3958.4194065894985,2049.9666273742914,1.0,1534.424030285603,797.7299488410765,1.0,2425.214057159071,1257.9123218881025,1.0,IMG_20190604_210120794.jpg
-5714.504771350977,-2408.3234278701184,1.0,4958.326673786106,-1925.7191910980075,1.0,2466.9887115737783,587.5777447548461,1.0,3719.640950882626,1046.2742309732876,1.0,1360.340370962375,1703.9802263577183,1.0,2672.198726460489,1338.2713748236615,1.0,IMG_20190604_210051765.jpg
6480.168164975181,-1329.20027995731,1.0,-1983.7659587470066,-1351.3731668643713,1.0,2471.951096853969,551.7705862426275,1.0,849.617847108252,1313.0970129746834,1.0,3657.4798746868096,1058.13839629578,1.0,2326.4481527276284,1178.9983257557424,1.0,IMG_20190604_210013816.jpg
7200.578945849225,-1425.0457928530893,1.0,-1356.6705317083256,-1012.7679255237862,1.0,2323.49466600181,2699.8347221811046,1.0,3918.60389771476,1350.7428033820797,1.0,1169.3595802245468,1535.5269411250026,1.0,2557.5855663769066,1442.2205222623595,1.0,IMG_20190604_210126475.jpg
9323.305177322418,-459.36689022887015,1.0,189.2158279675557,-1091.4879409601301,1.0,2326.4205145140572,781.4082535594292,1.0,1063.1788951074093,1005.4220650618668,1.0,3756.598494140152,2034.7158625071145,1.0,2178.9703592771516,1431.8232220612097,1.0,IMG_20190604_210029068.jpg
-2334.0996246741784,-980.5252547949759,1.0,6003.4494771466625,-1180.9871575220964,1.0,3664.3383464070525,1097.3406625118353,1.0,2500.1183247131057,694.0534875861935,1.0,2456.414493342086,2273.8758355330133,1.0,2484.951792177756,1242.2989454454228,1.0,IMG_20190604_210018842.jpg
